created_at,client_ts,event_type,participant_identity,role,show_id,uplinkBps,availableOutgoingBitrate,targetBitrate,framesEncodedDelta,framesSentDelta,framesNotSent,fps,sourceFps,avgQp,qualityLimitationReason,rid,activeLayers,layerCount,width,height,sourceWidth,sourceHeight,encoder,keyFramesEncoded,nackCount,pliCount,firCount,packetsLost,jitter,rttSec,retransmittedBytesSent,from,to,reason,quality,source,sid,label,extra
2026-08-28T19:34:34.598249+00:00,2026-08-28T19:34:33.654+00:00,mic_level_sample,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""deviceId"":""39fae2b7de1ac0ad5463a5ba3dd688ee748a5433d1272fa9afbea3233dae361b"",""inputRms"":0.010145158070555474,""outputRms"":0.0599224325243816,""deviceLabel"":""MacBook Air Microphone (Built-in)"",""audioContextState"":""running""}"
2026-08-28T19:34:35.524784+00:00,2026-08-28T19:34:34.887+00:00,track_liveness_snapshot,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":null,""reason"":null,""staleSec"":1530,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":11255,""reason"":null,""staleSec"":1,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":8249,""reason"":null,""staleSec"":1,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:36.523133+00:00,2026-08-28T19:34:35.386+00:00,pub_stats,,a,show-qfstpj50,2898017,6439585,3000000,60,60,0,30,30,52.48,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000588,0.022,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1506.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:36.988451+00:00,2026-08-28T19:34:35.924+00:00,track_liveness_snapshot,,viewer,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":5749,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":5558,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":6304,""reason"":null,""staleSec"":0,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:37.512024+00:00,2026-08-28T19:34:36.464+00:00,shot_publish_success,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""wide"",""slot"":""a"",""commandId"":""659092ae-52e2-44a9-8841-98aaaa7b2f82"",""decisionSource"":""cue"",""connectionState"":""connected""}"
2026-08-28T19:34:37.512024+00:00,2026-08-28T19:34:36.464+00:00,cue_fired,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""wide"",""clipId"":null,""sheetId"":6,""slotRole"":""main"",""timestampMs"":50300,""resolvedTarget"":""contestant-a-297a1aba""}"
2026-08-28T19:34:38.527082+00:00,2026-08-28T19:34:37.386+00:00,pub_stats,,a,show-qfstpj50,2990392,6439585,3000000,60,60,0,30,30,56.17,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.0005769999999999999,0.024,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1508.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:39.522206+00:00,2026-08-28T19:34:38.654+00:00,mic_level_sample,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""deviceId"":""39fae2b7de1ac0ad5463a5ba3dd688ee748a5433d1272fa9afbea3233dae361b"",""inputRms"":0.00031332845603722326,""outputRms"":0.06720175689958517,""deviceLabel"":""MacBook Air Microphone (Built-in)"",""audioContextState"":""running""}"
2026-08-28T19:34:40.530709+00:00,2026-08-28T19:34:39.386+00:00,pub_stats,,a,show-qfstpj50,3018100,6439585,3000000,60,60,0,30,30,52.18,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000488,0.024,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1510.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:40.530709+00:00,2026-08-28T19:34:40.384+00:00,track_liveness_snapshot,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":null,""reason"":null,""staleSec"":1535,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":11405,""reason"":null,""staleSec"":1,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":8399,""reason"":null,""staleSec"":1,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:42.175279+00:00,2026-08-28T19:34:40.932+00:00,track_liveness_snapshot,,viewer,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":5899,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":5706,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":6454,""reason"":null,""staleSec"":0,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:42.546351+00:00,2026-08-28T19:34:41.385+00:00,pub_stats,,a,show-qfstpj50,2989691,6439585,3000000,60,60,0,30,30,54.02,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.0007109999999999999,0.025,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1512.019,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:44.559274+00:00,2026-08-28T19:34:43.385+00:00,pub_stats,,a,show-qfstpj50,2956232,6439585,3000000,60,60,0,30,30,56.33,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.0008659999999999999,0.023,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1514.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:44.559274+00:00,2026-08-28T19:34:43.387+00:00,director_heartbeat,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""state"":""suspended""}"
